Time of Day,Process Name,PID,Operation,Path,Result,Detail
1:11:18.6508102 PM,svchost.exe,3712,TCP Disconnect,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:51737,SUCCESS,"Length: 0, seqnum: 0, connid: 0"
1:11:18.9913507 PM,svchost.exe,1500,Thread Exit,,SUCCESS,"Thread ID: 4292, User Time: 0.0000000, Kernel Time: 0.0000000"
1:11:18.9913538 PM,svchost.exe,940,Thread Exit,,SUCCESS,"Thread ID: 3064, User Time: 0.0000000, Kernel Time: 0.0000000"
1:11:18.9914380 PM,svchost.exe,2040,Thread Exit,,SUCCESS,"Thread ID: 2364, User Time: 0.0000000, Kernel Time: 0.0000000"
1:11:19.9934102 PM,svchost.exe,940,Thread Create,,SUCCESS,Thread ID: 5980
1:11:21.0111598 PM,svchost.exe,3712,TCP Disconnect,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 181.214.218.48:31179,SUCCESS,"Length: 0, seqnum: 0, connid: 0"
1:11:21.5029073 PM,svchost.exe,3712,TCP Accept,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:57843,SUCCESS,"Length: 0, mss: 1286, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 64000, rcvwinscale: 0, sndwinscale: 8, seqnum: 0, connid: 0"
1:11:21.5029366 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:57843,SUCCESS,"Length: 43, seqnum: 0, connid: 0"
1:11:21.8657032 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:57843,SUCCESS,"Length: 19, startime: 2386775, endtime: 2386809, seqnum: 0, connid: 0"
1:11:22.4672894 PM,svchost.exe,3712,TCP Accept,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 181.214.218.48:37724,SUCCESS,"Length: 0, mss: 1286, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 64000, rcvwinscale: 0, sndwinscale: 8, seqnum: 0, connid: 0"
1:11:22.4673192 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 181.214.218.48:37724,SUCCESS,"Length: 43, seqnum: 0, connid: 0"
1:11:22.7163984 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 181.214.218.48:37724,SUCCESS,"Length: 19, startime: 2386870, endtime: 2386894, seqnum: 0, connid: 0"
1:11:22.7751108 PM,svchost.exe,3712,TCP Accept,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:64164,SUCCESS,"Length: 0, mss: 1286, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 64000, rcvwinscale: 0, sndwinscale: 8, seqnum: 0, connid: 0"
1:11:22.7754517 PM,svchost.exe,3712,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:64164,SUCCESS,"Length: 43, seqnum: 0, connid: 0"
1:11:23.1532552 PM,dwm.exe,772,Thread Exit,,SUCCESS,"Thread ID: 1384, User Time: 0.0000000, Kernel Time: 0.0000000"
1:11:23.1532642 PM,svchost.exe,852,Thread Exit,,SUCCESS,"Thread ID: 5904, User Time: 0.0312500, Kernel Time: 0.0312500"
1:11:23.2023773 PM,svchost.exe,3712,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:64164,SUCCESS,"Length: 19, startime: 2386901, endtime: 2386943, seqnum: 0, connid: 0"
1:11:23.3251505 PM,ApplicationFrameHost.exe,6324,Thread Exit,,SUCCESS,"Thread ID: 8124, User Time: 0.0000000, Kernel Time: 0.0000000"
1:11:23.7562258 PM,svchost.exe,3712,TCP Retransmit,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:ms-wbt-server -> 191.101.157.129:57843,SUCCESS,"Length: 0, seqnum: 0, connid: 0"
1:11:24.4764166 PM,splunkd.exe,6636,TCP Send,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:53093 -> 20.205.4.222:8888,SUCCESS,"Length: 786, startime: 2387070, endtime: 2387070, seqnum: 0, connid: 0"
1:11:24.4776869 PM,splunkd.exe,6636,TCP Receive,win10-3.n2lktqibtimupkzgx0j3ic54pc.hx.internal.cloudapp.net:53093 -> 20.205.4.222:8888,SUCCESS,"Length: 152, seqnum: 0, connid: 0"
1:11:24.4813752 PM,splunkd.exe,6636,CreateFile,C:\Windows\System32\cmd.exe,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4814134 PM,splunkd.exe,6636,QueryNetworkOpenInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:08:50 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, AllocationSize: 1/1/1601 12:00:00 AM, EndOfFile: 1/1/1601 12:00:00 AM, FileAttributes: A"
1:11:24.4814294 PM,splunkd.exe,6636,CloseFile,C:\Windows\System32\cmd.exe,SUCCESS,
1:11:24.4823249 PM,splunkd.exe,6636,CreateFileMapping,C:\Windows\System32\cmd.exe,SUCCESS,SyncType: SyncTypeOther
1:11:24.4823977 PM,splunkd.exe,6636,QuerySecurityFile,C:\Windows\System32\cmd.exe,SUCCESS,Information: Label
1:11:24.4824326 PM,splunkd.exe,6636,QueryNameInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,Name: \Windows\System32\cmd.exe
1:11:24.4828840 PM,splunkd.exe,6636,RegOpenKey,HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-4036003128-619985734-2995809833-500,SUCCESS,Desired Access: All Access
1:11:24.4833956 PM,splunkd.exe,6636,QueryAllInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:08:50 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A, AllocationSize: 290,816, EndOfFile: 289,792, NumberOfLinks: 2, DeletePending: False, Directory: False, IndexNumber: 0x100000000b2d0, EaSize: 128, Access: Read Data/List Directory, Read Attributes, Synchronize, Position: 0, Mode: Sequential Access, Synchronous IO Alert, AlignmentRequirement: Word"
1:11:24.4834840 PM,splunkd.exe,6636,Process Create,C:\Windows\system32\cmd.exe,SUCCESS,"PID: 8380, Command line: cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt"
1:11:24.4834907 PM,cmd.exe,8380,Process Start,,SUCCESS,"Parent PID: 6636, Command line: cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt, Current directory: C:\Users\azureuser\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\azureuser\AppData\Roaming;	CLIENTNAME=LAPTOP-VVUAS0M6;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=win10-3;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	HOMEDRIVE=C:;	HOMEPATH=\Users\azureuser;	LOCALAPPDATA=C:\Users\azureuser\AppData\Local;	LOGONSERVER=\\win10-3;	NUMBER_OF_PROCESSORS=2;	OneDrive=C:\Users\azureuser\OneDrive;	OneDriveConsumer=C:\Users\azureuser\OneDrive;	OS=Windows_NT;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\azureuser\AppData\Local\Microsoft\WindowsApps;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.CPL;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 106 Stepping 6, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=6a06;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Users\azureuser\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=RDP-Tcp#78;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\AZUREU~1\AppData\Local\Temp;	TMP=C:\Users\AZUREU~1\AppData\Local\Temp;	USERDOMAIN=win10-3;	USERDOMAIN_ROAMINGPROFILE=win10-3;	USERNAME=azureuser;	USERPROFILE=C:\Users\azureuser;	windir=C:\Windows"
1:11:24.4835009 PM,cmd.exe,8380,Thread Create,,SUCCESS,Thread ID: 3108
1:11:24.4836426 PM,splunkd.exe,6636,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
1:11:24.4837262 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\cmd.exe,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4837634 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:08:50 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A"
1:11:24.4837798 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\cmd.exe,SUCCESS,
1:11:24.4838835 PM,splunkd.exe,6636,CreateFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4839362 PM,splunkd.exe,6636,QueryBasicInformationFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"CreationTime: 5/5/2023 12:09:08 PM, LastAccessTime: 5/10/2023 1:10:44 PM, LastWriteTime: 5/5/2023 12:09:08 PM, ChangeTime: 5/5/2023 2:04:16 PM, FileAttributes: A"
1:11:24.4839530 PM,splunkd.exe,6636,CloseFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,
1:11:24.4839841 PM,Sysmon64.exe,5716,CreateFileMapping,C:\Windows\System32\cmd.exe,SUCCESS,SyncType: SyncTypeOther
1:11:24.4839977 PM,splunkd.exe,6636,QueryBasicInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:08:50 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A"
1:11:24.4840798 PM,splunkd.exe,6636,RegOpenKey,HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,Desired Access: Read
1:11:24.4843001 PM,csrss.exe,2956,QuerySecurityFile,C:\Windows\System32\cmd.exe,SUCCESS,"Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
1:11:24.4844123 PM,csrss.exe,2956,CreateFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4844545 PM,csrss.exe,2956,QueryBasicInformationFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,"CreationTime: 5/5/2023 12:09:08 PM, LastAccessTime: 5/10/2023 1:10:44 PM, LastWriteTime: 5/5/2023 12:09:08 PM, ChangeTime: 5/5/2023 2:04:16 PM, FileAttributes: A"
1:11:24.4844691 PM,csrss.exe,2956,CloseFile,C:\Windows\apppatch\sysmain.sdb,SUCCESS,
1:11:24.4845107 PM,csrss.exe,2956,QueryBasicInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:11:24 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A"
1:11:24.4847502 PM,csrss.exe,2956,QueryIdInformation,C:\Windows\System32\cmd.exe,SUCCESS,
1:11:24.4848368 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\cmd.exe,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4857879 PM,cmd.exe,8380,Load Image,C:\Windows\System32\cmd.exe,SUCCESS,"Image Base: 0x7ff7bd5f0000, Image Size: 0x67000"
1:11:24.4877947 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\ntdll.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4878397 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\ntdll.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:55 PM, LastAccessTime: 5/10/2023 12:49:39 PM, LastWriteTime: 5/5/2023 12:08:55 PM, ChangeTime: 5/5/2023 2:04:21 PM, FileAttributes: A"
1:11:24.4878558 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\ntdll.dll,SUCCESS,
1:11:24.4883581 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\ntdll.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4885248 PM,cmd.exe,8380,Load Image,C:\Windows\System32\ntdll.dll,SUCCESS,"Image Base: 0x7fffc30b0000, Image Size: 0x1f8000"
1:11:24.4887424 PM,cmd.exe,8380,RegOpenKey,HKLM\System\CurrentControlSet\Control\Session Manager,SUCCESS,Desired Access: Query Value
1:11:24.4893275 PM,cmd.exe,8380,CreateFile,C:\Users\azureuser,SUCCESS,"Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4900735 PM,cmd.exe,8380,Load Image,C:\Windows\System32\kernel32.dll,SUCCESS,"Image Base: 0x7fffc16f0000, Image Size: 0xbf000"
1:11:24.4911376 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\kernel32.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4911779 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\kernel32.dll,SUCCESS,"CreationTime: 5/5/2023 12:09:08 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:09:08 PM, ChangeTime: 5/5/2023 2:04:20 PM, FileAttributes: A"
1:11:24.4911930 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\kernel32.dll,SUCCESS,
1:11:24.4916622 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\kernel32.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4920759 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\KernelBase.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4920984 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\KernelBase.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:56 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:08:56 PM, ChangeTime: 5/5/2023 2:04:20 PM, FileAttributes: A"
1:11:24.4921141 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\KernelBase.dll,SUCCESS,
1:11:24.4922847 PM,cmd.exe,8380,Load Image,C:\Windows\System32\KernelBase.dll,SUCCESS,"Image Base: 0x7fffc0790000, Image Size: 0x2f6000"
1:11:24.4925597 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\KernelBase.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4939655 PM,cmd.exe,8380,QueryNameInformationFile,C:\Windows\System32\KernelBase.dll,SUCCESS,Name: \Windows\System32\KernelBase.dll
1:11:24.4943647 PM,cmd.exe,8380,QueryNameInformationFile,C:\Windows\System32\kernel32.dll,SUCCESS,Name: \Windows\System32\kernel32.dll
1:11:24.4946334 PM,cmd.exe,8380,RegOpenKey,HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,SUCCESS,Desired Access: Query Value
1:11:24.4947240 PM,cmd.exe,8380,RegOpenKey,HKLM\System\CurrentControlSet\Control\FileSystem,SUCCESS,Desired Access: Read
1:11:24.4953219 PM,cmd.exe,8380,Load Image,C:\Windows\System32\msvcrt.dll,SUCCESS,"Image Base: 0x7fffc1a90000, Image Size: 0x9e000"
1:11:24.4955509 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\msvcrt.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4955880 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\msvcrt.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:55 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:08:55 PM, ChangeTime: 5/5/2023 2:04:21 PM, FileAttributes: A"
1:11:24.4956039 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\msvcrt.dll,SUCCESS,
1:11:24.4961808 PM,cmd.exe,8380,Load Image,C:\Windows\System32\combase.dll,SUCCESS,"Image Base: 0x7fffc2d10000, Image Size: 0x354000"
1:11:24.4964116 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\combase.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4964555 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\combase.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:53 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:08:53 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A"
1:11:24.4964715 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\combase.dll,SUCCESS,
1:11:24.4968851 PM,cmd.exe,8380,Load Image,C:\Windows\System32\ucrtbase.dll,SUCCESS,"Image Base: 0x7fffc0a90000, Image Size: 0x100000"
1:11:24.4969720 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\combase.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4973493 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\ucrtbase.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4973863 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\ucrtbase.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:53 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:08:53 PM, ChangeTime: 5/5/2023 2:04:24 PM, FileAttributes: A"
1:11:24.4974020 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\ucrtbase.dll,SUCCESS,
1:11:24.4977102 PM,cmd.exe,8380,Load Image,C:\Windows\System32\rpcrt4.dll,SUCCESS,"Image Base: 0x7fffc17b0000, Image Size: 0x126000"
1:11:24.4979368 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\ucrtbase.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4983111 PM,Sysmon64.exe,5716,CreateFile,C:\Windows\System32\rpcrt4.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.4983492 PM,Sysmon64.exe,5716,QueryBasicInformationFile,C:\Windows\System32\rpcrt4.dll,SUCCESS,"CreationTime: 5/5/2023 12:08:56 PM, LastAccessTime: 5/10/2023 1:01:31 PM, LastWriteTime: 5/5/2023 12:08:56 PM, ChangeTime: 5/5/2023 2:04:22 PM, FileAttributes: A"
1:11:24.4983656 PM,Sysmon64.exe,5716,CloseFile,C:\Windows\System32\rpcrt4.dll,SUCCESS,
1:11:24.4986334 PM,cmd.exe,8380,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions,SUCCESS,Desired Access: Read
1:11:24.4988301 PM,Sysmon64.exe,5716,QuerySecurityFile,C:\Windows\System32\rpcrt4.dll,SUCCESS,"Information: Owner, Group, DACL"
1:11:24.4993577 PM,cmd.exe,8380,RegOpenKey,HKLM,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
1:11:24.4993999 PM,cmd.exe,8380,RegOpenKey,HKLM\SOFTWARE\Microsoft\OLE,SUCCESS,Desired Access: Read
1:11:24.4997748 PM,cmd.exe,8380,RegSetInfoKey,HKLM,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
1:11:24.4999181 PM,cmd.exe,8380,RegOpenKey,HKLM\Software\Microsoft\Ole,SUCCESS,Desired Access: Read
1:11:24.5000037 PM,cmd.exe,8380,RegOpenKey,HKCU,SUCCESS,Desired Access: Read
1:11:24.5000685 PM,cmd.exe,8380,RegOpenKey,HKCU\Software\Classes\Local Settings,SUCCESS,Desired Access: Read
1:11:24.5000909 PM,cmd.exe,8380,RegSetInfoKey,HKCU\Software\Classes\Local Settings,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
1:11:24.5002488 PM,cmd.exe,8380,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft,SUCCESS,Desired Access: Read
1:11:24.5004929 PM,cmd.exe,8380,QueryNameInformationFile,C:\Windows\System32\combase.dll,SUCCESS,Name: \Windows\System32\combase.dll
1:11:24.5009365 PM,cmd.exe,8380,QueryNameInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,Name: \Windows\System32\cmd.exe
1:11:24.5012614 PM,cmd.exe,8380,RegOpenKey,HKCU\Control Panel\Desktop,SUCCESS,Desired Access: Read
1:11:24.5013737 PM,cmd.exe,8380,RegOpenKey,HKCU\Control Panel\Desktop\MuiCached,SUCCESS,Desired Access: Read
1:11:24.5019475 PM,cmd.exe,8380,RegOpenKey,HKLM\Software\Microsoft\Command Processor,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
1:11:24.5025360 PM,cmd.exe,8380,QueryBasicInformationFile,C:\Users\azureuser,SUCCESS,"CreationTime: 5/10/2023 9:35:34 AM, LastAccessTime: 5/10/2023 1:11:24 PM, LastWriteTime: 5/10/2023 1:08:51 PM, ChangeTime: 5/10/2023 1:08:51 PM, FileAttributes: D"
1:11:24.5025540 PM,cmd.exe,8380,CloseFile,C:\Users\azureuser,SUCCESS,
1:11:24.5026070 PM,cmd.exe,8380,CreateFile,C:\,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.5026476 PM,cmd.exe,8380,QueryDirectory,C:\Users,SUCCESS,"FileInformationClass: FileBothDirectoryInformation, Filter: Users, 2: Users"
1:11:24.5026825 PM,cmd.exe,8380,CloseFile,C:\,SUCCESS,
1:11:24.5027679 PM,cmd.exe,8380,CreateFile,C:\Users,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.5027946 PM,cmd.exe,8380,QueryDirectory,C:\Users\azureuser,SUCCESS,"FileInformationClass: FileBothDirectoryInformation, Filter: azureuser, 2: azureuser"
1:11:24.5028129 PM,cmd.exe,8380,CloseFile,C:\Users,SUCCESS,
1:11:24.5031579 PM,cmd.exe,8380,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\CustomLocale,SUCCESS,Desired Access: Read
1:11:24.5032094 PM,cmd.exe,8380,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale,SUCCESS,Desired Access: Read
1:11:24.5037267 PM,cmd.exe,8380,CreateFile,C:\Windows\System32\cmd.exe,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.5037560 PM,cmd.exe,8380,QueryBasicInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"CreationTime: 5/5/2023 12:08:46 PM, LastAccessTime: 5/10/2023 1:11:24 PM, LastWriteTime: 5/5/2023 12:08:46 PM, ChangeTime: 5/5/2023 2:04:17 PM, FileAttributes: A"
1:11:24.5037673 PM,cmd.exe,8380,CloseFile,C:\Windows\System32\cmd.exe,SUCCESS,
1:11:24.5039419 PM,cmd.exe,8380,CreateFile,C:\Windows\System32,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:24.5039718 PM,cmd.exe,8380,QueryDirectory,C:\Windows\System32\cmd.exe,SUCCESS,"FileInformationClass: FileFullDirectoryInformation, Filter: cmd.exe, 2: cmd.exe"
1:11:24.5041843 PM,cmd.exe,8380,ReadFile,C:\Windows\System32\cmd.exe,SUCCESS,"Offset: 0, Length: 512, Priority: Normal"
1:11:24.5047112 PM,cmd.exe,8380,RegOpenKey,HKLM\Software\Policies\Microsoft\Windows\System,SUCCESS,Desired Access: Query Value
1:11:24.5048824 PM,cmd.exe,8380,QueryAttributeTagFile,C:\Windows\System32\cmd.exe,SUCCESS,"Attributes: A, ReparseTag: 0x0"
1:11:24.5048951 PM,cmd.exe,8380,QueryStandardInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,"AllocationSize: 290,816, EndOfFile: 289,792, NumberOfLinks: 2, DeletePending: False, Directory: False"
1:11:24.5049217 PM,cmd.exe,8380,QueryStreamInformationFile,C:\Windows\System32\cmd.exe,SUCCESS,0: ::$DATA
