Timestamp,Category,Classification,Priority,Protocol,Direction
04/30/2020-08:42:14.875602,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:42:14.875602,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:36:38.921769,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.921769,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:45.010685,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:40:45.010685,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:42:10.320004,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:10.320004,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:53.273467,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:53.273467,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:35:26.053793,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:40:45.940362,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:42:14.877080,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:42:14.877080,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:40:03.772274,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60846
04/30/2020-08:40:03.772274,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60846
04/30/2020-08:40:45.940362,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:36:38.922370,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.922370,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:45.012379,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:40:45.012379,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:42:10.321466,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:10.321466,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:53.277966,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:53.277966,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:14.877282,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:42:14.877282,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57228 -> 192.168.0.4:8443
04/30/2020-08:40:03.773451,SURICATA STREAM Packet with invalid ack,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60846 -> 10.0.1.6:445
04/30/2020-08:40:03.773451,SURICATA STREAM SHUTDOWN RST invalid ack,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60846 -> 10.0.1.6:445
04/30/2020-08:40:45.942028,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:40:45.942028,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:36:38.923353,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.923353,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:45.013402,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:40:45.013402,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:42:10.322661,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:10.322661,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:21.457950,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.457950,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:53.278958,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:53.278958,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:40:45.942941,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:40:45.942941,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:40:43.734353,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:36:38.931316,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.931316,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:43.734353,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:42:53.280045,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:53.280045,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:10.322895,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:10.322895,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57221 -> 192.168.0.4:8443
04/30/2020-08:42:21.458950,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.458950,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:40:45.943132,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:40:45.013569,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:40:45.013569,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57093 -> 192.168.0.4:8443
04/30/2020-08:40:45.943132,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57121 -> 192.168.0.4:8443
04/30/2020-08:40:43.734855,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:40:43.734855,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:42:53.280238,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:42:21.459061,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.459061,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:53.280238,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57315 -> 192.168.0.4:8443
04/30/2020-08:40:50.188664,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:50.188664,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:42:21.412285,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:42:21.412285,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:45.352683,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:43.736104,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:40:43.736104,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:35:26.053806,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:40:45.352683,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:42:21.463411,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.463411,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:54.207279,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:54.207279,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:36:38.933142,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60811 -> 10.0.1.6:445
04/30/2020-08:42:21.413542,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:43.736122,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:40:43.736122,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57088 -> 10.0.0.4:88
04/30/2020-08:40:50.189599,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:45.354196,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.354196,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:42:21.413542,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:50.189599,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:42:21.464834,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.464834,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:54.208802,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:54.208802,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:36:38.933176,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.933176,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:42:21.413691,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:42:21.413691,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:45.354379,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.354379,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.131256,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.131256,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:42:21.466018,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.466018,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:54.208941,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:54.208941,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:40:50.189764,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:50.189764,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:36:38.933397,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.933397,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:42:21.466172,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.466172,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57235 -> 192.168.0.4:8443
04/30/2020-08:42:21.419204,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:42:21.419204,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:45.132183,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.132183,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.359383,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.359383,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:35:26.053816,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:36:38.934020,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:50.195062,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:36:38.934020,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:42:21.586558,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57238 -> 192.168.0.4:8443
04/30/2020-08:42:21.586558,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57238 -> 192.168.0.4:8443
04/30/2020-08:40:50.195062,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:42:54.214080,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:54.214080,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:21.421532,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:42:21.421532,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:40:45.132298,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.132298,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:36:38.934354,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.934354,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:40:45.361723,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.361723,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:42:21.587479,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57238 -> 192.168.0.4:8443
04/30/2020-08:42:21.587479,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57238 -> 192.168.0.4:8443
04/30/2020-08:40:50.197102,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:50.197102,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:42:21.423112,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:42:21.423112,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:36:38.934740,ET POLICY PsExec service created,Classification: A suspicious filename was detected,Priority: 2,TCP,10.0.1.4:60811 -> 10.0.1.6:445
04/30/2020-08:42:54.217434,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:54.217434,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:40:45.136942,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.136942,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.362495,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:50.198929,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:45.362495,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:50.198929,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:42:21.423447,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:36:38.934767,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:36:38.934767,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:445 -> 10.0.1.4:60811
04/30/2020-08:42:21.423447,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57233 -> 192.168.0.4:8443
04/30/2020-08:35:26.053838,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.4:60803 -> 10.0.1.6:445
04/30/2020-08:42:54.218374,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:42:21.587628,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57238 -> 192.168.0.4:8443
04/30/2020-08:40:45.362664,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:40:45.138203,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:45.138203,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57095 -> 192.168.0.4:8443
04/30/2020-08:40:50.199277,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:50.199277,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57128 -> 192.168.0.4:8443
04/30/2020-08:40:45.362664,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57105 -> 192.168.0.4:8443
04/30/2020-08:42:54.218374,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57318 -> 192.168.0.4:8443
04/30/2020-08:36:38.935238,ET POLICY PsExec service created,Classification: A suspicious filename was detected,Priority: 2,TCP,10.0.1.4:60811 -> 10.0.1.6:445
04/30/2020-08:42:21.446551,SURICATA IPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57234 -> 192.168.0.4:8443
04/30/2020-08:42:21.446551,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,TCP,10.0.1.6:57234 -> 192.168.0.4:8443
